0.127573,0.0862024,0.276782
0.35642,0.0862023,0.276782
0.585267,0.0862022,0.276782
0.814114,0.0862025,0.276782
1.04296,0.0862024,0.276782
1.27181,0.0862022,0.276782
1.50066,0.0862025,0.276782
1.7295,0.0862024,0.276782
1.95835,0.0862023,0.276782
2.1872,0.0862022,0.276782
2.41604,0.0862024,0.276782
2.64489,0.0862023,0.276782
2.87374,0.0862022,0.276782
3.10258,0.0862025,0.276782
3.33143,0.0862024,0.276782
3.56028,0.0862023,0.276782
3.78913,0.0862025,0.276782
4.01797,0.0862024,0.276782
4.24682,0.0862023,0.276782
4.47567,0.0862022,0.276782
4.70451,0.0862025,0.276782
4.93336,0.0862023,0.276782
5.16221,0.0862022,0.276782
5.39106,0.0862025,0.276782
5.6199,0.0862024,0.276782
5.84875,0.0862023,0.276782
6.0776,0.0862026,0.276782
6.30644,0.0862024,0.276782
6.53529,0.0862023,0.276782
6.76414,0.0862022,0.276782
6.99299,0.0862025,0.276782
7.22183,0.0862024,0.276782
7.45068,0.0862023,0.276782
7.67953,0.0862025,0.276782
7.90837,0.0862024,0.276782
8.13722,0.0862023,0.276782
8.36607,0.0862022,0.276782
8.59491,0.0862025,0.276782
8.82376,0.0862023,0.276782
9.05261,0.0862022,0.276782
9.28146,0.0862025,0.276782
9.5103,0.0862024,0.276782
9.73915,0.0862023,0.276782
9.968,0.0862025,0.276782
10.1968,0.0862024,0.276782
10.4257,0.0862023,0.276782
10.6545,0.0862022,0.276782
10.8834,0.0862025,0.276782
11.1122,0.0862024,0.276782
11.3411,0.0862022,0.276782
11.5699,0.0862025,0.276782
11.7988,0.0862024,0.276782
12.0276,0.0862023,0.276782
12.2565,0.0862022,0.276782
12.4853,0.0862024,0.276782
12.7142,0.0862023,0.276782
12.943,0.0862022,0.276782
13.1719,0.0862025,0.276782
13.4007,0.0862024,0.276782
13.6296,0.0862023,0.276782
13.8584,0.0862025,0.276782
14.0872,0.0862024,0.276782
14.3161,0.0862023,0.276782
14.5449,0.0862022,0.276782
14.7738,0.0862025,0.276782
15.0026,0.0862024,0.276782
15.2315,0.0862022,0.276782
15.4603,0.0862025,0.276782
15.6892,0.0862024,0.276782
15.918,0.0862023,0.276782
16.1469,0.0862026,0.276782
16.3757,0.0862024,0.276782
16.6046,0.0862023,0.276782
16.8334,0.0862022,0.276782
17.0623,0.0862025,0.276782
17.2911,0.0862024,0.276782
17.52,0.0862023,0.276782
17.7488,0.0862025,0.276782
17.9776,0.0862024,0.276782
18.2065,0.0862023,0.276782
18.4353,0.0862022,0.276782
18.6642,0.0862025,0.276782
18.893,0.0862023,0.276782
19.1219,0.0862022,0.276782
19.3507,0.0862025,0.276782
19.5796,0.0862024,0.276782
19.8084,0.0862023,0.276782
20.0373,0.0862025,0.276782
20.2661,0.0862024,0.276782
20.495,0.0862023,0.276782
20.7238,0.0862022,0.276782
20.9527,0.0862025,0.276782
21.1815,0.0862024,0.276782
21.4104,0.0862022,0.276782
21.6392,0.0862025,0.276782
21.868,0.0862024,0.276782
22.0969,0.0862023,0.276782
22.3257,0.0862022,0.276782
22.5546,0.0862025,0.276782
22.7834,0.0862023,0.276782
23.0123,0.0862022,0.276782
23.2411,0.0862025,0.276782
23.47,0.0862024,0.276782
23.6988,0.0862023,0.276782
23.9277,0.0862025,0.276782
24.1565,0.0862024,0.276782
24.3854,0.0862023,0.276782
24.6142,0.0862022,0.276782
24.8431,0.0862025,0.276782
25.0719,0.0862024,0.276782
25.3008,0.0862022,0.276782
25.5296,0.0862025,0.276782
25.7584,0.0862024,0.276782
25.9873,0.0862023,0.276782
26.2161,0.0862022,0.276782
26.445,0.0862024,0.276782
26.6738,0.0862023,0.276782
26.9027,0.0862022,0.276782
27.1315,0.0862025,0.276782
27.3604,0.0862024,0.276782
27.5892,0.0862023,0.276782
27.8181,0.0862025,0.276782
28.0469,0.0862024,0.276782
28.2758,0.0862023,0.276782
28.5046,0.0862022,0.276782
28.7335,0.0862025,0.276782
28.9623,0.0862023,0.276782
29.1912,0.0862022,0.276782
29.42,0.0862025,0.276782
29.6488,0.0862024,0.276782
29.8777,0.0862023,0.276782
30.1065,0.0862026,0.276782
30.3354,0.0862024,0.276782
30.5642,0.0862023,0.276782
30.7931,0.0862022,0.276782
31.0219,0.0862025,0.276782
31.2508,0.0862024,0.276782
31.4796,0.0862023,0.276782
31.7085,0.0862025,0.276782
31.9373,0.0862024,0.276782
32.1662,0.0862023,0.276782
32.395,0.0862022,0.276782
32.6239,0.0862025,0.276782
32.8527,0.0862023,0.276782
33.0816,0.0862022,0.276782
33.3104,0.0862025,0.276782
33.5392,0.0862024,0.276782
33.7681,0.0862023,0.276782
33.9969,0.0862025,0.276782
34.2258,0.0862024,0.276782
34.4546,0.0862023,0.276782
34.6835,0.0862022,0.276782
34.9123,0.0862025,0.276782
35.1412,0.0862024,0.276782
35.37,0.0862022,0.276782
35.5989,0.0862025,0.276782
35.8277,0.0862024,0.276782
36.0566,0.0862023,0.276782
36.2854,0.0862022,0.276782
36.5143,0.0862024,0.276782
36.7431,0.0862023,0.276782
36.972,0.0862022,0.276782
37.2008,0.0862025,0.276782
37.4296,0.0862024,0.276782
37.6585,0.0862023,0.276782
37.8873,0.0862025,0.276782
38.1162,0.0862024,0.276782
38.345,0.0862023,0.276782
38.5739,0.0862022,0.276782
38.8027,0.0862025,0.276782
39.0316,0.0862024,0.276782
39.2604,0.0862022,0.276782
39.4893,0.0862025,0.276782
39.7181,0.0862024,0.276782
39.947,0.0862023,0.276782
40.1758,0.0862026,0.276782
40.4047,0.0862024,0.276782
40.6335,0.0862023,0.276782
40.8624,0.0862022,0.276782
41.0912,0.0862025,0.276782
41.32,0.0862024,0.276782
41.5489,0.0862023,0.276782
41.7777,0.0862025,0.276782
42.0066,0.0862024,0.276782
42.2354,0.0862023,0.276782
42.4643,0.0862022,0.276782
42.6931,0.0862025,0.276782
42.922,0.0862023,0.276782
43.1508,0.0862022,0.276782
43.3797,0.0862025,0.276782
43.6085,0.0862024,0.276782
43.8374,0.0862023,0.276782
44.0662,0.0862025,0.276782
44.2951,0.0862024,0.276782
44.5239,0.0862023,0.276782
44.7528,0.0862022,0.276782
44.9816,0.0862025,0.276782
45.2104,0.0862024,0.276782
45.4393,0.0862022,0.276782
45.6681,0.0862025,0.276782
45.897,0.0862024,0.276782
46.1258,0.0862023,0.276782
46.3547,0.0862022,0.276782
46.5835,0.0862025,0.276782
46.8124,0.0862023,0.276782
47.0412,0.0862022,0.276782
47.2701,0.0862025,0.276782
47.4989,0.0862024,0.276782
47.7278,0.0862023,0.276782
47.9566,0.0862025,0.276782
48.1855,0.0862024,0.276782
48.4143,0.0862023,0.276782
48.6432,0.0862022,0.276782
48.872,0.0862025,0.276782
49.1008,0.0862024,0.276782
49.3297,0.0862022,0.276782
49.5585,0.0862025,0.276782
49.7874,0.0862024,0.276782
50.0162,0.0862023,0.276782
50.2451,0.0862022,0.276782
50.4739,0.0862024,0.276782
50.7028,0.0862023,0.276782
50.9316,0.0862022,0.276782
51.1605,0.0862025,0.276782
51.3893,0.0862024,0.276782
51.6182,0.0862023,0.276782
51.847,0.0862025,0.276782
52.0759,0.0862024,0.276782
52.3047,0.0862023,0.276782
52.5336,0.0862022,0.276782
52.7624,0.0862025,0.276782
52.9912,0.0862023,0.276782
53.2201,0.0862022,0.276782
